uid,skill,x,y
1,Abductive reasoning,NA,NA
1,Active listening,-5.190930787589499,5.847355769230768
1,Clarifying,-4.069212410501192,5.877403846153847
1,Critiquing,NA,NA
1,Decision making,-7.171837708830549,2.7644230769230766
1,Deductive reasoning,NA,NA
1,Defining the problem,-8.47255369928401,0.4326923076923084
1,Delegation,-6.551312649164678,0.8353365384615365
1,Digging deep,NA,NA
1,Drawing,NA,NA
1,Explaining in simple terms,NA,NA
1,Facilitating,NA,NA
1,Goal setting,NA,NA
1,Identifying core components,NA,NA
1,Identifying key insights,NA,NA
1,Identifying known and unknown,NA,NA
1,Identifying obstacles,NA,NA
1,Identifying patterns,NA,NA
1,Improvising,NA,NA
1,Inductive reasoning,NA,NA
1,Mentoring,NA,NA
1,Observing,NA,NA
1,Pivoting,NA,NA
1,Persuading,NA,NA
1,Prioritizing,NA,NA
1,Record-keeping,NA,NA
1,Reframing,NA,NA
1,Representing ideas visually,NA,NA
1,Story building,NA,NA
1,Story telling,NA,NA
1,Synthesizing information,NA,NA
1,Trust building,NA,NA
1,Understanding tradeoffs,NA,NA
1,Working under time pressure,NA,NA
944252,Abductive reasoning,2.899761336515514,7.066115071950865
944252,Active listening,-6.384248210023866,7.099689452116152
944252,Clarifying,-4.4749403341288785,7.214875654740766
944252,Critiquing,-2.1599045346062056,7.371899943706417
944252,Decision making,5.071599045346062,7.11570235323315
944252,Deductive reasoning,2.6610978520286395,-2.1487609611069853
944252,Defining the problem,7.4582338902147995,7.214875654740766
944252,Delegation,2.971360381861574,4.64462721643369
944252,Digging deep,-6.145584725536993,-2.7190083905685043
944252,Drawing,-6.408114558472553,5.165288625669874
944252,Explaining in simple terms,-4.116945107398569,5.280991861642885
944252,Facilitating,-1.6825775656324584,5.396693836558947
944252,Goal setting,4.7613365155131255,-2.049587659599367
944252,Identifying core components,7.0763723150357976,-2.1818183079238764
944252,Identifying key insights,5.572792362768498,4.669420857074833
944252,Identifying known and unknown,8.436754176610979,4.785124093047843
944252,Identifying obstacles,2.613365155131264,-4.107439655902957
944252,Identifying patterns,5.1670644391408125,-4.074379786972172
944252,Improvising,2.9952267303102627,2.4876031796794287
944252,Inductive reasoning,7.5536992840095465,-4.132232035487151
944252,Mentoring,-6.3603818615751795,3.504132357510654
944252,Observing,-4.164677804295943,3.702478960525891
944252,Pivoting,-4.116945107398569,-2.4214872249887005
944252,Persuading,-1.8019093078758956,3.4793387168695116
944252,Prioritizing,2.5894988066825775,-6.322314680115251
944252,Record-keeping,5.190930787589497,-6.041323449000839
944252,Reframing,-6.336515513126492,1.4297516877986194
944252,Representing ideas visually,5.811455847255369,2.4132222577560043
944252,Story building,-2.350835322195705,-2.3884298781718103
944252,Story telling,-4.212410501193318,1.322313419058304
944252,Synthesizing information,8.627684964200476,2.5123968203205713
944252,Trust building,-2.637231503579952,1.8429748282944853
944252,Understanding tradeoffs,-0.8472553699284013,1.835226894410189
944252,Working under time pressure,8.53221957040573,-6.396694340981728
1569899,Abductive reasoning,7.386634116525581,4.759358288770052
1569899,Active listening,1.6825782939756113,6.834223946148061
1569899,Clarifying,-0.6324575055470625,6.877004858006767
1569899,Critiquing,-3.5680183647356056,6.973261705694352
1569899,Decision making,-3.5202856678382313,8.577539780560663
1569899,Deductive reasoning,7.338901419628208,4.663101441082469
1569899,Defining the problem,0.4892608715412443,-1.700534922553894
1569899,Delegation,1.4200484610400501,-0.32085643095128447
1569899,Digging deep,-5.763723150357995,7.33689823252632
1569899,Drawing,-5.572792362768497,2.299464424663686
1569899,Explaining in simple terms,4.83293628920234,1.2834216439150232
1569899,Facilitating,2.85202936796129,-3.0053474303872827
1569899,Goal setting,8.293555357575702,7.625667959611047
1569899,Identifying core components,5.310263258176089,-2.2459901207908572
1569899,Identifying key insights,6.384248938367019,1.326203371751756
1569899,Identifying known and unknown,8.57995153895995,-1.5935830508961395
1569899,Identifying obstacles,-1.587111443494555,6.577540106951872
1569899,Identifying patterns,0.8949887951689295,5.871657101228276
1569899,Improvising,-7.816378427291543,5.593582398113719
1569899,Inductive reasoning,3.8305496543574726,-0.5561502222071351
1569899,Mentoring,4.952268031445779,-4.203209698518967
1569899,Observing,7.529832207217705,-5.818181981377423
1569899,Pivoting,-3.3532212286974197,1.7647050663749155
1569899,Persuading,0.5369935684386196,7.957553149544619
1569899,Prioritizing,8.675416932754697,-3.2192511737027907
1569899,Record-keeping,8.627684235857323,-4.40641760188628
1569899,Reframing,-2.064438412468302,4.834224272539272
1569899,Representing ideas visually,-5.954653937947494,8.941176307392631
1569899,Story building,-1.6587104888406188,-0.5240643343185987
1569899,Story telling,-1.6825768372893037,-2.673797607421874
1569899,Synthesizing information,4.5226737593694075,3.3582889332490815
1569899,Trust building,3.0668265039994775,0.8342241093436655
1569899,Understanding tradeoffs,2.1599052629493585,3.657752868325952
1569899,Working under time pressure,3.2100245946916033,8.62032069241937
1557143,Abductive reasoning,7.4582338902147995,1.7525773195876297
1557143,Active listening,3.329355608591886,-2.865120274914089
1557143,Clarifying,6.8854415274463,5.335051546391753
1557143,Critiquing,4.093078758949879,3.6383161512027495
1557143,Decision making,0.2267303102625302,5.8934707903780055
1557143,Deductive reasoning,7.3389021479713605,-2.8823024054982813
1557143,Defining the problem,-7.124105011933175,7.79209621993127
1557143,Delegation,-3.591885441527446,4.239690721649485
1557143,Digging deep,5.334128878281623,-4.192439862542955
1557143,Drawing,1.3245823389021467,3.560996563573884
1557143,Explaining in simple terms,2.279236276849641,1.486254295532646
1557143,Facilitating,1.8019093078758956,-4.6091065292096225
1557143,Goal setting,7.052505966587113,3.625429553264606
1557143,Identifying core components,-1.5393794749403344,-1.9201030927835046
1557143,Identifying key insights,-4.284009546539379,-1.898625429553265
1557143,Identifying known and unknown,-4.331742243436754,1.8685567010309274
1557143,Identifying obstacles,3.6634844868735073,5.773195876288659
1557143,Identifying patterns,2.136038186157519,7.341065292096221
1557143,Improvising,-1.0381861575178988,-3.7714776632302405
1557143,Inductive reasoning,1.7541766109785186,-1.9286941580756007
1557143,Mentoring,3.7350835322195692,0.8762886597938131
1557143,Observing,5.787589498806682,-1.576460481099657
1557143,Pivoting,0.5847255369928401,-2.9295532646048104
1557143,Persuading,-3.8305489260143197,6.404639175257731
1557143,Prioritizing,6.145584725536992,0.6529209621993122
1557143,Record-keeping,7.124105011933175,-6.095360824742269
1557143,Reframing,2.5656324582338907,-3.7714776632302405
1557143,Representing ideas visually,-1.4677804295942725,7.8994845360824755
1557143,Story building,-1.7303102625298337,4.209621993127149
1557143,Story telling,-1.3484486873508352,5.262027491408933
1557143,Synthesizing information,6.789976133651553,-4.510309278350515
1557143,Trust building,-7.004773269689737,6.370274914089347
1557143,Understanding tradeoffs,-5.644391408114559,-3.9175257731958766
1557143,Working under time pressure,5.763723150357995,2.5300687285223376
1569682,Abductive reasoning,2.97183184556558,1.4718614718614713
1569682,Active listening,8.126759703730194,-2.7792213076636907
1569682,Clarifying,6.830634318606954,-5.298701034479843
1569682,Critiquing,0.4929586061289619,4.389610125388934
1569682,Decision making,-2.802816041758362,6.935064802954209
1569682,Deductive reasoning,5.73239522584727,1.558441558441558
1569682,Defining the problem,0.633803676551496,6.961580086580085
1569682,Delegation,1.8450712821853,-2.3549780907569
1569682,Digging deep,0.464789592044454,4.086579822358631
1569682,Drawing,-4.239435760068222,4.684523545302355
1569682,Explaining in simple terms,6.380282549790934,-5.324676645782603
1569682,Facilitating,-1.11267519668794,-3.2121217405641236
1569682,Goal setting,3.140845930072622,4.0086582728794635
1569682,Identifying core components,6.239437479368398,-3.4285719570143405
