uid,skill,x,y
1032940,Abductive reasoning,1.348448687,0.714285714
1032940,Active listening,1.849642005,0.046428571
1032940,Clarifying,2.064439141,0.607142857
1032940,Critiquing,1.92124105,0.425
1032940,Decision making,2.565632458,0.557142857
1032940,Deductive reasoning,2.517899761,-0.025
1032940,Defining the problem,2.6849642,-0.921428571
1032940,Delegation,1.801909308,-0.560714286
1032940,Digging deep,1.801909308,-1.257142857
1032940,Drawing,2.279236277,0.389285714
1032940,Explaining in simple terms,2.804295943,-0.592857143
1032940,Facilitating,1.682577566,1.625
1032940,Goal setting,1.945107399,1.014285714
1032940,Identifying core components,3.186157518,0.860714286
1032940,Identifying key insights,1.443914081,-0.292857143
1032940,Identifying known and unknown,2.613365155,0.582142857
1032940,Identifying obstacles,2.326968974,-0.085714286
1032940,Identifying patterns,2.470167064,0.703571429
1032940,Improvising,2.971360382,0.578571429
1032940,Inductive reasoning,2.971360382,0.653571429
1032940,Mentoring,1.730310263,1.3
1032940,Observing,2.99522673,1.260714286
1032940,Pivoting,2.398568019,0.821428571
1032940,Persuading,2.54176611,1.467857143
1032940,Prioritizing,1.92124105,0.742857143
1032940,Record-keeping,2.613365155,0.560714286
1032940,Reframing,2.637231504,1.007142857
1032940,Representing ideas visually,2.85202864,-0.546428571
1032940,Story building,0.513126492,-0.414285714
1032940,Story telling,2.183770883,1.260714286
1032940,Synthesizing information,-0.918854415,2.278571429
1032940,Trust building,-0.059665871,-0.189285714
1032940,Understanding tradeoffs,-1.252983294,0.542857143
1032940,Working under time pressure,-0.059665871,2.217857143
1027008,Abductive reasoning,-1.929577465,6.398467433
1027008,Active listening,10.83098592,-1.623563998
1027008,Clarifying,5.732394366,-2.851214062
1027008,Critiquing,2.492957746,-1.064815594
1027008,Decision making,8.183098592,-7.622392248
1027008,Deductive reasoning,-5.816901408,5.14740341
1027008,Defining the problem,-3.197183099,-3.436568493
1027008,Delegation,-4.464788732,-1.905597867
1027008,Digging deep,-2.577464789,1.668795492
1027008,Drawing,4.183098592,8.002075351
1027008,Explaining in simple terms,11.90140845,-4.771178965
1027008,Facilitating,4.774647887,-6.98648387
1027008,Goal setting,8.098591549,-1.266496641
1027008,Identifying core components,2.887323944,7.72296696
1027008,Identifying key insights,-1.704225352,7.159429285
1027008,Identifying known and unknown,-1.084507042,4.450297739
1027008,Identifying obstacles,3.929577465,1.673052363
1027008,Identifying patterns,7.929577465,4.327905492
1027008,Improvising,14.04225352,7.442528736
1027008,Inductive reasoning,-5.281690141,6.623563218
1027008,Mentoring,9.845070423,-6.66028175
1027008,Observing,6.464788732,2.329182631
1027008,Pivoting,-0.352112676,3.604725415
1027008,Persuading,-2.577464789,-8.657408187
1027008,Prioritizing,2.802816901,2.88633461
1027008,Record-keeping,-1.816901408,-0.895594649
1027008,Reframing,2.633802817,0.737547113
1027008,Representing ideas visually,8.295774648,6.406449553
1027008,Story building,4.971830986,-2.790549949
1027008,Story telling,13.22535211,-1.872606143
1027008,Synthesizing information,8.267605634,-3.713283027
1027008,Trust building,4.802816901,-9.640805377
1027008,Understanding tradeoffs,9.76056338,-9.182631686
1027008,Working under time pressure,13.12676056,-8.850575492
1525555,Abductive reasoning,4.14244186,7.309090909
1525555,Active listening,2.194767442,7.040909091
1525555,Clarifying,1.64244186,6.154545455
1525555,Critiquing,2.863372093,5.995454545
