uid,skill,x,y
1032940,Abductive reasoning,-1.563245823,-0.06006006
1032940,Active listening,1.992840095,0.9496997
1032940,Clarifying,-0.513126492,5.382882883
1032940,Critiquing,-2.661097852,4.921171171
1032940,Decision making,-2.255369928,3.858858859
1032940,Deductive reasoning,-0.465393795,4.508258258
1032940,Defining the problem,2.303102625,-0.758258258
1032940,Delegation,0.250596659,0.281531532
1032940,Digging deep,-0.990453461,0.900900901
1032940,Drawing,-1.706443914,2.961711712
1032940,Explaining in simple terms,-1.252983294,3.490990991
1032940,Facilitating,2.899761337,-0.213963964
1032940,Goal setting,0.465393795,3.318318318
1032940,Identifying core components,-4.594272076,1.535285285
1032940,Identifying key insights,-1.754176611,1.944444444
1032940,Identifying known and unknown,0.53699284,2.593843844
1032940,Identifying obstacles,0.465393795,1.711711712
1032940,Identifying patterns,-2.040572792,0.619369369
1032940,Improvising,0.322195704,-0.533033033
1032940,Inductive reasoning,-1.825775656,0.596846847
1032940,Mentoring,0.417661098,1.096096096
1032940,Observing,1.252983294,-1.437687688
1032940,Pivoting,-1.706443914,0.172672673
1032940,Persuading,1.563245823,1.813063063
1032940,Prioritizing,0.489260143,-1.051051051
1032940,Record-keeping,-0.155131265,-1.602852853
1032940,Reframing,-1.801909308,-1.253753754
1032940,Representing ideas visually,-1.038186158,-0.904654655
1032940,Story building,1.396181384,0.765765766
1032940,Story telling,1.682577566,1.955705706
1032940,Synthesizing information,1.563245823,3.776276276
1032940,Trust building,0.704057279,5.056306306
1032940,Understanding tradeoffs,2.207637232,2.162162162
1032940,Working under time pressure,1.109785203,2.361111111
1100856,Abductive reasoning,7.553699284,1.389312977
1100856,Active listening,-5.835322196,9.164122137
1100856,Clarifying,1.563245823,5.061068702
1100856,Critiquing,2.183770883,4.408396947
1100856,Decision making,6.527446301,3.511450382
1100856,Deductive reasoning,3.854415274,4.202290076
1100856,Defining the problem,5.572792363,5.320610687
1100856,Delegation,-5.883054893,8.36259542
1100856,Digging deep,-2.446300716,7.648854962
1100856,Drawing,1.085918854,9.511450382
1100856,Explaining in simple terms,8.508353222,-1.534351145
1100856,Facilitating,-4.37947494,7.767175573
1100856,Goal setting,-0.465393795,4
1100856,Identifying core components,1.873508353,2.919847328
1100856,Identifying key insights,-3.711217184,5.290076336
1100856,Identifying known and unknown,-0.680190931,5.278625954
1100856,Identifying obstacles,-2.374701671,4.076335878
1100856,Identifying patterns,3.448687351,5.408396947
1100856,Improvising,5.715990453,0.572519084
1100856,Inductive reasoning,6.193317422,2.484732824
1100856,Mentoring,-5.357995227,3.72519084
1100856,Observing,-6.957040573,5.179389313
1100856,Pivoting,-0.489260143,7.610687023
1100856,Persuading,-7.410501193,9.664122137
1100856,Prioritizing,0.441527446,2
1100856,Record-keeping,-4.069212411,3.057251908
1100856,Reframing,-4.928400955,6.160305344
1100856,Representing ideas visually,-6.622911695,7.125954198
1100856,Story building,-5.501193317,4.763358779
1100856,Story telling,-6.408114558,6.034351145
1100856,Synthesizing information,0.393794749,6.572519084
1100856,Trust building,-5.334128878,1.278625954
1100856,Understanding tradeoffs,-6.193317422,6.580152672
1100856,Working under time pressure,4.069212411,2.935114504
